,,dávka,produkt,vozík,adresa,vlna,poradi
,,17668888,1905002004,x,VDDDD07265,1454105,41761
,,17669000,5139302WIFIROU001,1195498,VDDDD09279,1454105,5361
,,17669006,C4-0000000000836,1195499,VBBBB00034,1454105,41761
,,17668828,23100000285,x,VBBBB03047,1454105,49107
,,17668828,23100000343,x,VCCCC03021,1454105,49107
,,17668828,231000003622,x,VBBBB01073,1454105,49107
,,17668828,35120347,x,VDDDD08213,1454105,49107
,,17668828,35120348,x,VDDDD05213,1454105,49107
,,17668828,HP-4P5L1AM,x,VBBBB02049,1454105,49107
,,17668828,LNN81YQ00LDCK,x,VBBBB02071,1454105,49107
,,17668828,517216615,x,VDDDD11241,1454105,49107
,,17668828,C4-0000000000725,x,VDDDD06213,1454105,49107
,,17668828,C4-0000000000726,x,VDDDD05209,1454105,49107
,,17668920,95SG108422,1195492,VDDDD07230,1454105,48644
,,17669004,231000003683,1195476,VBBBB00041,1454105,48644
,,17669001,231000003659,1195498,VDDDD10243,1454105,48644
,,17668925,22040710429,1195493,VDDDD06215,1454105,3583
,,17668902,34313284,1195491,VDDDD08231,1454105,19988
,,17668902,34313285,1195491,VDDDD07229,1454105,19988
,,17669051,C4-0000000000128,1195502,VBBBB01070,1454105,6742
,,17668943,95SG3592992,1195495,VDDDD05208,1454105,41761
,,17668943,C4-0000000000836,1195495,VBBBB00034,1454105,41761
,,17669005,231000003683,1195476,VBBBB00041,1454105,48644
,,17668975,95SG569,1195496,VDDDD05196,1454105,8322
,,17668997,231000003607,1195475,VBBBB00060,1454105,41761
,,17668998,231000003607,1195475,VBBBB00060,1454105,41761
,,17669007,23100000343,1195499,VCCCC03021,1454105,41761
,,17668982,1357020-MNJP3,1195497,VDDDD08179,1454105,41761
,,17669048,95SG567,1195502,VBBBB00053,1454105,41761
,,17669048,1FK07AA,1195502,VBBBB03073,1454105,41761
,,17669054,95XIW648,1195503,VDDDD06277,1454105,48644
,,17669096,31700452,1195470,VBBBB00054,1454105,41761
,,17669097,311531127,1195477,VBBBB01048,1454105,41761
,,17669043,HP-4P5E3AA,1195502,VDDDD03287,1454105,41761
,,17669052,C4-0000000000128,1195503,VBBBB01070,1454105,41761
,,17668925,517213189132,1195493,VDDDD11245,1454105,3583
,,17669075,1357020-MNJP3,1195462,VDDDD09297,1454105,41761
,,17669075,C4-0000000000068,1195462,VDDDD06299,1454105,41761
,,17669055,133008461-MNXF3,1195469,VDDDD01152,1454105,6901
,,17668817,34313241,1195474,VDDDD05151,1454105,20294
,,17669123,95SG108324,1195508,VDDDD09155,1454105,41761
,,17669131,C4-0000000000634,1195509,VCCCC03034,1454105,41761
,,17669124,C4-0000000000801,1195509,VDDDD08152,1454105,41761
,,17669141,HP-4P5L9AA,1195510,VDDDD10150,1454105,41761
,,17669075,HP-4P5N3AA,1195462,VDDDD11303,1454105,41761
,,17669075,1357020-MNJP3,1195462,VDDDD03131,1454105,41761
,,17669075,1905002002,1195462,VDDDD01134,1454105,41761
,,17669075,1905002002,1195462,VDDDD01132,1454105,41761
,,17669075,1905002004,1195462,VDDDD11134,1454105,41761
,,17669075,21718826527,1195462,VDDDD02131,1454105,41761
,,17669075,231000003607,1195462,VBBBB00018,1454105,41761
,,17669075,C4-0000000000068,1195462,VDDDD06302,1454105,41761
,,17669075,C4-0000000000069,1195462,VDDDD06269,1454105,41761
,,17668817,29601031908,1195474,VBBBB03036,1454105,20294
,,17668817,29601031909,1195474,VBBBB02034,1454105,20294
,,17668888,131991-MLXW3-CZ,x,VDDDD11131,1454105,41761
,,17668888,1319981-MV7N2SK,x,VDDDD03140,1454105,41761
,,17668888,13300423-MK2K3,x,VDDDD01140,1454105,41761
,,17668888,133041-MK0C2SK,x,VDDDD02139,1454105,41761
,,17668888,1357020-MNJP3,x,VDDDD03131,1454105,41761
,,17668888,185-UX425JA-BM031R,x,VDDDD11302,1454105,41761
,,17668888,1905002002,x,VBBBB04034,1454105,41761
,,17668888,1905002004,x,VDDDD11134,1454105,41761
,,17668888,1FK07AA,x,VBBBB03072,1454105,41761
,,17668888,202121011,x,VDDDD09133,1454105,41761
,,17668888,2040900010520,x,VDDDD11304,1454105,41761
,,17668888,204090001780,x,VDDDD07305,1454105,41761
,,17668888,205011010,x,VDDDD02140,1454105,41761
,,17668888,205011012,x,VDDDD03139,1454105,41761
,,17668888,205011016,x,VDDDD05113,1454105,41761
,,17668888,2050602338,x,VDDDD08132,1454105,41761
,,17668888,205517506,x,VDDDD05111,1454105,41761
,,17668888,2055180454,x,VDDDD05114,1454105,41761
,,17668888,205A0070,x,VDDDD05284,1454105,41761
,,17668888,205A0071,x,VDDDD06282,1454105,41761
,,17668888,20883354,x,VDDDD09103,1454105,41761
,,17668888,20883362,x,VDDDD09215,1454105,41761
,,17668888,2171883314,x,VDDDD09302,1454105,41761
,,17668888,22040710431,x,VDDDD08302,1454105,41761
,,17668888,229030,x,VDDDD03138,1454105,41761
,,17668888,23100000088,x,VBBBB02020,1454105,41761
,,17668888,23100000095,x,VDDDD08115,1454105,41761
,,17668888,23100000285,x,VBBBB02015,1454105,41761
,,17668888,23100000307,x,VDDDD11136,1454105,41761
,,17668888,23100000343,x,VBBBB03048,1454105,41761
,,17668888,231000003622,x,VBBBB01058,1454105,41761
,,17668888,231000003634,x,VBBBB02037,1454105,41761
,,17668888,231000003658,x,VDDDD10309,1454105,41761
,,17668888,231000003691,x,VDDDD11310,1454105,41761
,,17668888,231000003691,x,VDDDD11308,1454105,41761
,,17668888,231000003744,x,VBBBB04068,1454105,41761
,,17668888,23100000483,x,VDDDD07304,1454105,41761
,,17668888,29601031759,x,VDDDD04101,1454105,41761
,,17668888,34313241,x,VDDDD09134,1454105,41761
,,17668888,517213189132,x,VCCCC03032,1454105,41761
,,17668888,517230032,x,VDDDD07114,1454105,41761
,,17668888,51723143,x,VDDDD11106,1454105,41761
,,17668888,809-6GQ-01550,x,VDDDD02137,1454105,41761
,,17668888,809-79G-05380,x,VDDDD05107,1454105,41761
,,17668888,809-QQ2-01393,x,VDDDD11101,1454105,41761
,,17668888,95ALN495,x,VDDDD02114,1454105,41761
,,17668888,95ALN496,x,VDDDD02134,1454105,41761
,,17668888,95ALN497,x,VDDDD04106,1454105,41761
,,17668888,95ALN498,x,VDDDD04132,1454105,41761
,,17668888,95ALN499,x,VDDDD06113,1454105,41761
,,17668888,95ALN500,x,VDDDD07112,1454105,41761
,,17668888,95ALPB119,x,VDDDD09303,1454105,41761
,,17668888,95PO132,x,VDDDD05215,1454105,41761
,,17668888,95PO147,x,VDDDD09116,1454105,41761
,,17668888,95SMT2181,x,VDDDD07131,1454105,41761
,,17668888,98967630354,x,VDDDD06305,1454105,41761
,,17668888,989676345446,x,VDDDD11104,1454105,41761
,,17668888,9896763521,x,VBBBB03034,1454105,41761
,,17668888,9896763526,x,VDDDD02133,1454105,41761
,,17668888,9896763527,x,VDDDD07218,1454105,41761
,,17668888,9896763528,x,VDDDD03137,1454105,41761
,,17668888,9896763529,x,VDDDD04138,1454105,41761
,,17668888,C4-0000000000067,x,VDDDD06201,1454105,41761
,,17668888,C4-0000000000068,x,VDDDD06302,1454105,41761
,,17668888,C4-0000000000128,x,VBBBB01070,1454105,41761
,,17668888,C4-0000000000163,x,VBBBB04036,1454105,41761
,,17668888,C4-0000000000596,x,VDDDD09301,1454105,41761
,,17668888,C4-0000000000630,x,VDDDD07306,1454105,41761
,,17668888,C4-0000000000633,x,VBBBB04073,1454105,41761
,,17668888,C4-0000000000634,x,VBBBB03066,1454105,41761
,,17668888,C4-0000000000635,x,VBBBB00028,1454105,41761
,,17668888,C4-0000000000681,x,VDDDD02135,1454105,41761
,,17668888,C4-0000000000682,x,VDDDD03112,1454105,41761
,,17668888,C4-0000000000683,x,VDDDD07217,1454105,41761
,,17668888,C4-0000000000684,x,VDDDD06284,1454105,41761
,,17668888,C4-0000000000720,x,VDDDD02136,1454105,41761
,,17668888,C4-0000000000721,x,VDDDD03115,1454105,41761
,,17668888,C4-0000000000773,x,VDDDD06105,1454105,41761
,,17668888,C4-0000000000803,x,VDDDD02132,1454105,41761
,,17668888,C4-0000000000827,x,VDDDD07215,1454105,41761
,,17668888,C4-0000000000831,x,VDDDD08134,1454105,41761
,,17668888,C4-0000000000832,x,VDDDD06268,1454105,41761
,,17668888,C4-0000000000834,x,VDDDD03134,1454105,41761
,,17668888,C4-0000000000835,x,VBBBB02063,1454105,41761
,,17668888,C4-0000000000836,x,VCCCC03023,1454105,41761
,,17668888,HP-462J4EA,x,VBBBB03050,1454105,41761
,,17668888,HP-4P5E3AA,x,VDDDD08116,1454105,41761
,,17668888,HP-4P5K4AA,x,VDDDD01136,1454105,41761
,,17668888,HP-4P5L1AM,x,VDDDD11301,1454105,41761
,,17668888,HP-4P5L9AA,x,VDDDD11132,1454105,41761
,,17668888,HP-4P5M0AA,x,VBBBB03033,1454105,41761
,,17668888,HP-4P5Q3AA,x,VDDDD04105,1454105,41761
,,17668888,HP-53M06EA,x,VBBBB03071,1454105,41761
,,17668888,LNN82K200RDCK,x,VBBBB04043,1454105,41761
,,17668888,LNTZA5T0014CZ,x,VBBBB02039,1454105,41761
,,17668888,LNTZA9W0001CZS,x,VDDDD10139,1454105,41761
,,17669075,1905002002,1195462,VBBBB04034,1454105,41761
,,17669075,1FK07AA,1195462,VBBBB03072,1454105,41761
,,17669075,202121010,1195462,VDDDD07132,1454105,41761
,,17669075,202121011,1195462,VDDDD04104,1454105,41761
,,17669075,204090001780,1195462,VDDDD07305,1454105,41761
,,17669075,205011015,1195462,VDDDD02111,1454105,41761
,,17669075,205011021,1195462,VDDDD07282,1454105,41761
,,17669075,2050602338,1195462,VDDDD08132,1454105,41761
,,17669075,2055180453,1195462,VDDDD06218,1454105,41761
,,17669075,2055180454,1195462,VDDDD05114,1454105,41761
,,17669075,20883354,1195462,VDDDD09103,1454105,41761
,,17669075,20883362,1195462,VDDDD09102,1454105,41761
,,17669075,219985130,1195462,VDDDD04135,1454105,41761
,,17669075,23100000088,1195462,VBBBB02020,1454105,41761
,,17669075,23100000240,1195462,VDDDD07103,1454105,41761
,,17669075,231000003600,1195462,VDDDD10137,1454105,41761
,,17669075,231000003634,1195462,VBBBB02037,1454105,41761
,,17669075,231000003659,1195462,VBBBB03046,1454105,41761
,,17669075,231000003662,1195462,VDDDD10104,1454105,41761
,,17669075,231000003741,1195462,VBBBB04035,1454105,41761
,,17669075,231000003744,1195462,VBBBB04068,1454105,41761
,,17669075,231000003750,1195462,VDDDD11282,1454105,41761
,,17669075,231000003755,1195462,VDDDD10118,1454105,41761
,,17669075,231000003758,1195462,VDDDD09216,1454105,41761
,,17669075,23100000483,1195462,VDDDD07304,1454105,41761
,,17669075,29601031760,1195462,VDDDD03133,1454105,41761
,,17669075,35120348,1195462,VDDDD05217,1454105,41761
,,17669075,517230032,1195462,VDDDD07114,1454105,41761
,,17669075,809-QQ2-01393,1195462,VDDDD11101,1454105,41761
,,17669075,95ALN496,1195462,VDDDD02134,1454105,41761
,,17669075,95ALN498,1195462,VDDDD04132,1454105,41761
,,17669075,95SG108326,1195462,VDDDD08284,1454105,41761
,,17669075,989676345446,1195462,VDDDD11104,1454105,41761
,,17669075,9896763522,1195462,VDDDD01137,1454105,41761
,,17669075,9896763526,1195462,VDDDD02133,1454105,41761
,,17669075,9896763529,1195462,VDDDD04138,1454105,41761
,,17669075,C4-0000000000068,1195462,VDDDD06302,1454105,41761
,,17669075,C4-0000000000128,1195462,VBBBB01070,1454105,41761
,,17669075,C4-0000000000493,1195462,VDDDD07216,1454105,41761
,,17669075,C4-0000000000630,1195462,VDDDD07306,1454105,41761
,,17669075,C4-0000000000634,1195462,VBBBB03066,1454105,41761
,,17669075,C4-0000000000681,1195462,VDDDD02135,1454105,41761
,,17669075,C4-0000000000803,1195462,VDDDD07108,1454105,41761
,,17669075,C4-0000000000827,1195462,VDDDD07215,1454105,41761
,,17669075,C4-0000000000832,1195462,VDDDD05131,1454105,41761
,,17669075,C4-0000000000834,1195462,VDDDD03134,1454105,41761
,,17669075,C4-0000000000836,1195462,VBBBB01053,1454105,41761
,,17669075,EC13S400039A,1195462,VDDDD04137,1454105,41761
,,17669075,HP-4P5L7AM,1195462,VDDDD11105,1454105,41761
,,17669075,HP-53M06EA,1195462,VBBBB03071,1454105,41761
,,17668944,C4-0000000000128,1195495,VBBBB01070,1454105,4814
,,17668806,23100000234,1195473,VDDDD11281,1454105,42872
,,17668735,517216616,1195464,VDDDD11294,1454105,45810
,,17669135,23100000285,1195471,VBBBB01034,1454105,45810
,,17668817,22700799,1195474,VDDDD04218,1454105,20294
,,17668762,48332005361,1195482,VDDDD11107,1454105,3078
,,17668712,48332002793,1195473,G002202011,1454105,3095
,,17668875,2055180442,1195488,VDDDD09245,1454105,6396
,,17668721,5172135743,1195480,VDDDD11181,1454105,6396
,,17668722,5172135743,1195480,VDDDD11181,1454105,6396
,,17668709,5172131993,1195461,G000700006,1454105,6396
,,17668756,5172250812,1195481,VCCCC02011,1454105,6396
,,17668711,23100000513,1195469,G002101009,1454105,8082
,,17668710,4833200925,1195462,G001501018,1454105,16613
,,17668713,204200980610,1195479,G002901013,1454105,22218
,,17668849,205517507,1195485,VDDDD06259,1454105,30666
,,17668847,204400160,1195485,VDDDD08248,1454105,41459
,,17668846,20440052,1195485,VDDDD07259,1454105,46939
,,17668714,20420098552,1195479,G003200015,1454105,48286
,,17668759,51721320063,1195482,VDDDD11110,1454105,49465
,,17668725,51721320068,1195481,VDDDD11186,1454105,49465
,,17669064,LNZGX40Q17226,1195503,VBBBB02072,1454105,44646
,,17668723,34331150,1195480,VCCCC02019,1454105,44646
,,17668877,9589572570,1195488,VDDDD04247,1454105,44646
,,17668878,9589572570,1195489,VDDDD04247,1454105,44646
,,17668726,LNTZA5T0081CZ,1195481,VDDDD09182,1454105,44646
,,17668715,220105066333,1195479,G001502001,1454105,44646
,,17668715,2960869,1195479,G000101237,1454105,44646
,,17668760,HP-4P4F0AA,1195482,VCCCC03012,1454105,44646
,,17669050,LNZZG38C03903,1195502,VBBBB01069,1454105,44646
,,17668852,95XIW27,1195485,VCCCC01026,1454105,44646
,,17669060,13300424-MPQ13,1195503,VBBBB01064,1454105,44646
,,17668853,95XIW27,1195486,VCCCC01026,1454105,44646
,,17668854,95XIW27,1195486,VCCCC01026,1454105,44646
,,17668724,LNZGX40Q17232,1195480,VCCCC00016,1454105,44646
,,17668881,95NK094,1195489,VCCCC02025,1454105,44646
,,17668855,95XIW27,1195486,VCCCC01026,1454105,44646
,,17668880,203800007,1195489,VDDDD06250,1454105,44646
,,17668876,20505057,1195488,VDDDD08250,1454105,44646
,,17668757,EC11CG32407,1195470,VCCCC00011,1454105,44646
,,17668856,95XIW27,1195486,VCCCC01026,1454105,44646
,,17668882,95NK094,1195489,VCCCC02025,1454105,44646
,,17668874,LNN82KN0010MC,1195488,VDDDD11108,1454105,44646
,,17668883,95NK094,1195489,VCCCC02025,1454105,44646
,,17669038,220105066331,1195501,VDDDD07368,1454105,44646
,,17668857,95XIW27,1195486,VCCCC01026,1454105,44646
,,17668858,95XIW27,1195486,VCCCC01026,1454105,44646
,,17668859,95XIW27,1195486,VCCCC01026,1454105,44646
,,17668860,95XIW27,1195486,VCCCC01026,1454105,44646
,,17668861,95XIW27,1195487,VCCCC01026,1454105,44646
,,17668851,9589572563,1195485,VDDDD07247,1454105,44646
,,17668872,9589572569,1195488,VDDDD07243,1454105,44646
,,17668884,95NK094,1195489,VCCCC02025,1454105,44646
,,17668862,95XIW27,1195487,VCCCC01026,1454105,44646
,,17668863,95XIW27,1195487,VCCCC01026,1454105,44646
,,17668864,95XIW27,1195487,VCCCC01026,1454105,44646
,,17668873,20505065,1195488,VDDDD08243,1454105,44646
,,17668850,95HWW183,1195485,VDDDD07250,1454105,44646
,,17668761,HP-4P4F0AA,1195482,VCCCC03012,1454105,44646
,,17668865,95XIW27,1195487,VCCCC01026,1454105,44646
,,17668866,95XIW27,1195487,VCCCC01026,1454105,44646
,,17668716,30860676,1195479,G000800018,1454105,44646
,,17668716,30860677,1195479,G001002018,1454105,44646
,,17668716,30860678,1195479,G000602012,1454105,44646
,,17668716,30860679,1195479,G003003020,1454105,44646
,,17668885,95NK094,1195489,VCCCC02025,1454105,44646
,,17668867,95XIW27,1195487,VCCCC01026,1454105,44646
,,17668758,EC11CG32407,1195471,VCCCC00011,1454105,44646
,,17668717,20420098154,1195480,G001300004,1454105,47975
,,17668868,95XIW27,1195487,VCCCC01026,1454105,44646
,,17668879,9589572568,1195489,VDDDD09246,1454105,44646
,,17668718,9797400090010,1195480,G003502030,1454105,13756
,,17668719,4833200537,1195480,G003301027,1454105,38204
,,17668719,483320053928,1195480,G003101012,1454105,38204
,,17668869,95XIW27,1195488,VCCCC01026,1454105,44646
,,17668720,30860664,1195480,VCCCC01018,1454105,44646
,,17668720,30860662,1195480,VCCCC03020,1454105,44646
,,17668720,30860661,1195480,VDDDD08369,1454105,44646
,,17668967,95HWW1595,1195496,VDDDD04206,1454105,44646
,,17668977,13300423-MK2K3,1195466,VBBBB01057,1454105,20413
,,17668727,231000003604,1195481,G003000011,1454105,20413
,,17668730,LNN82BJ00FDCK,1195464,VBBBB05069,1454105,20413
,,17668747,13570301-MNJF3,1195481,VDDDD05218,1454105,20413
,,17668733,4833200931,1195463,VAAAA00041,1454105,19046
,,17668733,539047078,1195463,G000700011,1454105,19046
,,17668733,539047079,1195463,G003200025,1454105,19046
,,17668733,483320053934,1195463,VBBBB02038,1454105,19046
,,17668733,29493075,1195463,G001203028,1454105,19046
,,17668733,1930703913,1195463,VDDDD10255,1454105,19046
,,17668751,13300423-MK2K3,1195481,VBBBB01057,1454105,20413
,,17668751,133041-MK0C2SK,1195481,VBBBB01068,1454105,20413
,,17668752,13300423-MK2K3,1195463,VBBBB01057,1454105,20413
,,17668752,133041-MK0C2SK,1195463,VBBBB01068,1454105,20413
,,17668730,98975199546,1195464,G000310005,1454105,20413
,,17668747,809-HAV-00163,1195481,VDDDD09228,1454105,20413
,,17668747,98975199545,1195481,G003201022,1454105,20413
,,17668727,95HWW303,1195481,VDDDD05263,1454105,20413
,,17668928,809-HAV-00178,1195493,VDDDD05214,1454105,20413
,,17668752,13300423-MK2K3,1195463,VBBBB01057,1454105,20413
,,17668941,HP-726M3EA,1195494,VBBBB03035,1454105,44996
,,17668735,203910710,1195464,VDDDD07252,1454105,45810
,,17668735,23100000523,1195464,G003003031,1454105,45810
,,17668735,517224816,1195464,G001502023,1454105,45810
,,17668735,29493159,1195464,G002702012,1454105,45810
,,17668750,204200984800,1195481,G003302007,1454105,46473
,,17668906,20391164,1195491,VDDDD06251,1454105,47483
,,17668906,20505062,1195491,VDDDD04256,1454105,47483
,,17668906,20505080,1195491,VDDDD10229,1454105,47483
,,17668906,23100000429,1195491,VDDDD11209,1454105,47483
,,17668734,1901203085,1195481,G002701022,1454105,44646
,,17668734,1901203089,1195481,G002400004,1454105,44646
,,17668734,1901203093,1195481,G000802016,1454105,44646
,,17668891,95XIW27,1195490,VDDDD05265,1454105,44646
,,17668918,20100217015,1195468,VBBBB01045,1454105,7132
,,17668918,20100217016,1195468,VBBBB00061,1454105,7132
,,17668727,95HWW303,1195481,VDDDD05263,1454105,20413
,,17668763,51721225,1195482,G002400029,1454105,44076
,,17668735,95895251146,1195464,G000500025,1454105,45810
,,17668735,EC11CG32407,1195464,VBBBB00036,1454105,45810
,,17668764,95SG108279,1195482,VDDDD05261,1454105,45569
,,17668764,95SGP1129,1195482,G000502002,1454105,45569
,,17668764,95ALPF9791,1195482,G000107097,1454105,45569
,,17668764,22700723P,1195482,G001501007,1454105,45569
,,17668766,219985132,1195482,G001201007,1454105,45556
,,17668766,219985133,1195482,G000400019,1454105,45556
,,17668767,205A0073,1195482,VBBBB03058,1454105,23350
,,17668768,5172250822,1195483,VAAAA00003,1454105,23350
,,17668769,921691394,1195483,G002501024,1454105,44646
,,17668770,517216615,1195483,G000701006,1454105,23350
,,17668917,205A0073,1195492,VDDDD07211,1454105,23350
,,17668771,2055159658490,1195483,G000901017,1454105,23350
,,17668772,219985132,1195472,G001201007,1454105,3128
,,17668772,219985133,1195472,G000400019,1454105,3128
,,17668772,809-T5D-03504PC,1195472,VDDDD05210,1454105,3128
,,17668772,D-N-5530-P3-704,1195472,VBBBB02046,1454105,3128
,,17668774,39119211,1195483,G003500022,1454105,22591
,,17668775,D-S-RAM-X7K8W,1195483,G003606060,1454105,3070
,,17668923,2050602339,1195492,VDDDD05221,1454105,13040
,,17668924,133103311-MLK73SK,1195492,VDDDD07220,1454105,2542
,,17668806,2017576754,1195473,VDDDD04233,1454105,42872
,,17668777,502710032,1195473,G000402005,1454105,45108
,,17668777,34313288,1195473,G001001014,1454105,45108
,,17668915,1319981-MGYH3SK,1195491,VBBBB01042,1454105,17442
,,17668790,51721225,1195483,G002400029,1454105,44646
,,17668921,95HWW183,1195492,VDDDD07225,1454105,44646
,,17668791,29493293,1195465,G001202020,1454105,30666
,,17668791,29493322,1195465,G001202031,1454105,30666
,,17668791,512018061614,1195465,G000105025,1454105,30666
,,17668791,EC13T13064012,1195465,G001902015,1454105,30666
,,17668791,29493100,1195465,G002201023,1454105,30666
,,17669002,1870030950882I55P9,1195498,VBBBB04048,1454105,3583
,,17668806,20070177992,1195473,G002100006,1454105,42872
,,17668805,921691392,1195483,G000209174,1454105,48644
,,17668811,20409009523,1195474,G003202024,1454105,23299
,,17668816,219985132,1195484,G001201007,1454105,40879
,,17668816,219985133,1195484,G000400019,1454105,40879
,,17668816,219985306,1195484,G003606110,1454105,40879
,,17668816,219985307,1195484,G000102137,1454105,40879
,,17668816,219985308,1195484,G003502010,1454105,40879
,,17668919,131991-MLY13-CZ,1195492,VBBBB04046,1454105,12557
,,17668777,29772183,1195473,G000003224,1454105,45108
,,17668817,4833200259,1195474,G000902007,1454105,20294
,,17668817,4833200260,1195474,G002504012,1454105,20294
,,17668817,4833200261,1195474,G000107132,1454105,20294
,,17668817,4833200262,1195474,G000204011,1454105,20294
,,17668817,51721431,1195474,G003300028,1454105,20294
,,17668811,2191062071,1195474,G003609155,1454105,23299
,,17668823,51721225,1195484,VAAAA00033,1454105,44646
,,17668777,34323378,1195473,VBBBB03043,1454105,45108
,,17668777,34323496,1195473,VBBBB00005,1454105,45108
,,17668966,95XIA60,1195496,VDDDD09210,1454105,48644
,,17668824,9797400090010,1195484,G003502030,1454105,48644
,,17668825,2170949130,1195484,G001001029,1454105,48644
,,17668826,217171465,1195484,G001600031,1454105,48644
,,17668830,95SGN10177,1195484,G003500009,1454105,48644
,,17668831,95SGN10177,1195484,G003500009,1454105,48644
,,17668827,92169025,1195484,G000306091,1454105,48644
,,17668827,92169126,1195484,G000305100,1454105,48644
,,17668828,2032033,x,G003500015,1454105,49107
,,17668828,20500295102,x,VDDDD09219,1454105,49107
,,17668828,205A00014,x,VDDDD04216,1454105,49107
,,17668828,209049809,x,G002902003,1454105,49107
,,17668828,2290105851,x,G002200026,1454105,49107
,,17668828,23100000524,x,VBBBB01047,1454105,49107
,,17668828,39119201,x,VAAAA00043,1454105,49107
,,17668828,92168902,x,G000305102,1454105,49107
,,17668828,92169840,x,G000402013,1454105,49107
,,17668828,95XIP809,x,G000600001,1454105,49107
,,17668828,979974226,x,G003608245,1454105,49107
,,17668828,ES041328,x,G002300015,1454105,49107
,,17668828,HP-240J6AA,x,G001403023,1454105,49107
,,17668934,1904201033,1195493,VDDDD09241,1454105,49107
,,17668832,2050602338,1195468,VDDDD05193,1454105,3769
,,17668832,205A0069,1195468,VDDDD09243,1454105,3769
,,17668832,205A0072,1195468,VCCCC01032,1454105,3769
,,17668832,29493286,1195468,G000600025,1454105,3769
,,17668832,34313250,1195468,VCCCC02016,1454105,3769
,,17668832,34313251,1195468,VAAAA00002,1454105,3769
,,17668832,34323378,1195468,VBBBB03043,1454105,3769
,,17668832,34323379,1195468,VBBBB05041,1454105,3769
,,17668832,34323380,1195468,VBBBB03045,1454105,3769
,,17668832,34323381,1195468,VDDDD10257,1454105,3769
,,17668832,44301387,1195468,G001901009,1454105,3769
,,17668832,95SGP1128,1195468,G003301015,1454105,3769
,,17668832,EC13T606200,1195468,G000004170,1454105,3769
,,17668832,EC13T606700,1195468,G000001199,1454105,3769
,,17668832,EC13T606900,1195468,G000601023,1454105,3769
,,17668832,LNZGX40Q17229,1195468,VCCCC00001,1454105,3769
,,17668832,20083120,1195468,G002102015,1454105,3769
,,17668832,202121016,1195468,G003502015,1454105,3769
,,17668832,205002200471,1195468,VDDDD08221,1454105,3769
,,17668832,20505057,1195468,VDDDD04239,1454105,3769
,,17668832,2050602337,1195468,VDDDD07179,1454105,3769
,,17668837,2171002057,1195474,G001402022,1454105,3287
,,17668905,KCP426NS8-8,1195491,VDDDD05248,1454105,44646
,,17668837,540001324,1195474,G002501023,1454105,3287
,,17668841,HP-4P5L4AM,1195485,G001800005,1454105,3287
,,17668843,296010321145,1195485,G000104081,1454105,42455
,,17668844,D-D-580-AKGC,1195474,VAAAA00015,1454105,4656
,,17668870,2960356,1195488,G000404031,1454105,18562
,,17668870,30860673,1195488,G000602017,1454105,18562
,,17668870,30860674,1195488,G003003021,1454105,18562
,,17668870,30860675,1195488,G000504022,1454105,18562
,,17668870,30860676,1195488,G000800018,1454105,18562
,,17668870,LNTZA940104CZS,1195488,VBBBB00046,1454105,18562
,,17668870,205A0000011011,1195488,VDDDD07207,1454105,18562
,,17668870,296010321199,1195488,G000107042,1454105,18562
,,17668916,2050022523,1195492,VDDDD06228,1454105,43982
,,17668916,205517545,1195492,VDDDD06236,1454105,43982
,,17668910,203910322,1195465,VDDDD07238,1454105,39185
,,17668886,200701780195,1195490,G001600002,1454105,44646
,,17668887,204A056,1195490,VDDDD06223,1454105,19053
,,17668887,2055160084,1195490,VDDDD05253,1454105,19053
,,17668887,29493322,1195490,G001202031,1454105,19053
,,17668890,200636125,1195490,VDDDD11231,1454105,16271
,,17668890,219104016,1195490,G000206170,1454105,16271
,,17668890,2201040490,1195490,G001300008,1454105,16271
,,17668910,203223187,1195465,VDDDD08222,1454105,39185
,,17668910,HP-723N5EA,1195465,VBBBB02045,1454105,39185
,,17668940,HP-4K7D7EA,1195494,VBBBB03032,1454105,39435
,,17668892,29493239,1195490,G001900007,1454105,40440
,,17668892,502712121,1195490,G000403023,1454105,40440
,,17668938,1319929-MKGP3-CZ,1195494,VBBBB02032,1454105,44646
,,17668893,2199860754,1195490,G000800017,1454105,3070
,,17668893,209045160,1195490,G000308069,1454105,3070
,,17668910,KCP432SS6-8,1195465,VDDDD09223,1454105,39185
,,17668922,203100642,1195492,VDDDD07221,1454105,27269
,,17668896,92168902,1195490,G000305102,1454105,44646
,,17668899,5172250822,1195491,VAAAA00003,1454105,23350
,,17668897,204090001526,1195490,G000004099,1454105,3287
,,17668900,2199860703,1195491,G000208015,1454105,22540
,,17668900,809-T5D-03504PC,1195491,VDDDD05210,1454105,22540
,,17668900,HP-500S7AA,1195491,G002200026,1454105,22540
,,17668900,HP-6S6J5EA,1195491,VBBBB04045,1454105,22540
,,17668901,EV13H010L87,1195491,G002800023,1454105,50146
,,17668837,20420099500,1195474,G001400027,1454105,3287
,,17668902,53904315,1195491,G000100103,1454105,19988
,,17668935,EC13T67334A10,1195494,VDDDD10237,1454105,44646
,,17669012,LNZGX40Q17231,1195499,VDDDD11280,1454105,3287
,,17668908,2055159658262,1195491,G000110190,1454105,39188
,,17668937,LNZZG38C03349,1195494,VDDDD10233,1454105,44646
,,17668902,391191082,1195491,G001100009,1454105,19988
,,17668902,39119114,1195491,G001400005,1454105,19988
,,17668996,LNN21DL0043CK,1195498,VBBBB03065,1454105,3583
